household_id,gender_household_head,age_household_head,caste_household,education_level_household_head,income_level_household,size_household,is_bank_account_present_in_household
12780001,Male,40.0,Tamang,Intermediate or equivalent,Rs. 10-20 thousand,5.0,1.0
12780101,Male,59.0,Tamang,Non-formal education,Rs. 50 thousand or more,7.0,0.0
12780201,Male,46.0,Tamang,Non-formal education,Rs. 10-20 thousand,8.0,0.0
12780301,Female,83.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12780401,Male,46.0,Tamang,Intermediate or equivalent,Rs. 20-30 thousand,4.0,1.0
12780501,Male,56.0,Tamang,Class 5,Rs. 10-20 thousand,6.0,1.0
12780601,Male,50.0,Tamang,Non-formal education,Rs. 30-50 thousand,7.0,0.0
12780701,Male,58.0,Tamang,Non-formal education,Rs. 10-20 thousand,12.0,0.0
12780801,Male,62.0,Tamang,Non-formal education,Rs. 30-50 thousand,11.0,0.0
12780901,Male,37.0,Tamang,SLC or equivalent,Rs. 20-30 thousand,6.0,1.0
12781001,Female,30.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,4.0,0.0
12781101,Male,37.0,Tamang,Class 7,Rs. 10-20 thousand,7.0,0.0
12781201,Male,46.0,Tamang,Intermediate or equivalent,Rs. 20-30 thousand,7.0,1.0
12781301,Male,56.0,Tamang,Non-formal education,Rs. 10-20 thousand,8.0,0.0
12781401,Male,42.0,Tamang,Class 4,Rs. 10-20 thousand,18.0,0.0
12781501,Male,66.0,Tamang,Illiterate,Rs. 10-20 thousand,3.0,0.0
12781601,Male,22.0,Tamang,Intermediate or equivalent,Rs. 10 thousand,4.0,0.0
12781602,Male,44.0,Tamang,Class 5,Rs. 10-20 thousand,4.0,0.0
12781603,Male,37.0,Tamang,Class 8,Rs. 10-20 thousand,4.0,0.0
12781604,Male,30.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,5.0,0.0
12781701,Female,86.0,Tamang,Illiterate,Rs. 10-20 thousand,8.0,0.0
12781801,Male,42.0,Tamang,Class 5,Rs. 10-20 thousand,7.0,0.0
12781901,Female,58.0,Tamang,Illiterate,Rs. 10 thousand,4.0,0.0
12782001,Male,48.0,Tamang,Class 3,Rs. 20-30 thousand,6.0,1.0
12782002,Male,46.0,Tamang,Class 8,Rs. 10-20 thousand,4.0,0.0
12782101,Male,39.0,Tamang,Class 3,Rs. 10-20 thousand,4.0,0.0
12782201,Male,44.0,Tamang,Class 8,Rs. 10-20 thousand,5.0,1.0
12782301,Female,50.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12782401,Female,74.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
12782402,Male,32.0,Tamang,Class 10,Rs. 30-50 thousand,4.0,0.0
12782501,Male,46.0,Tamang,Class 6,Rs. 10-20 thousand,5.0,0.0
12782601,Female,52.0,Tamang,Non-formal education,Rs. 10-20 thousand,2.0,0.0
12782701,Male,58.0,Tamang,Illiterate,Rs. 10-20 thousand,8.0,0.0
12782801,Male,67.0,Tamang,Non-formal education,Rs. 10-20 thousand,9.0,0.0
12782901,Male,56.0,Tamang,Non-formal education,Rs. 10 thousand,6.0,0.0
12783001,Female,70.0,Tamang,Illiterate,Rs. 10-20 thousand,7.0,1.0
12783101,Male,42.0,Tamang,Intermediate or equivalent,Rs. 10-20 thousand,4.0,1.0
12783201,Male,72.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12783301,Male,43.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,6.0,0.0
12783401,Male,56.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12783501,Female,44.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12783601,Male,49.0,Tamang,Non-formal education,Rs. 10-20 thousand,10.0,0.0
12783701,Male,68.0,Tamang,Non-formal education,Rs. 10-20 thousand,15.0,0.0
12783801,Female,59.0,Tamang,Non-formal education,Rs. 20-30 thousand,8.0,0.0
12783901,Male,78.0,Tamang,Non-formal education,Rs. 10-20 thousand,7.0,0.0
12784001,Male,46.0,Tamang,Class 8,Rs. 30-50 thousand,5.0,1.0
12784101,Male,43.0,Tamang,Intermediate or equivalent,Rs. 30-50 thousand,4.0,1.0
12784201,Male,53.0,Tamang,Intermediate or equivalent,Rs. 20-30 thousand,5.0,1.0
12784301,Male,62.0,Tamang,Illiterate,Rs. 10-20 thousand,5.0,0.0
12784401,Female,42.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12784501,Male,37.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,4.0,1.0
12784601,Male,56.0,Tamang,Intermediate or equivalent,Rs. 30-50 thousand,7.0,0.0
12784701,Male,57.0,Tamang,Non-formal education,Rs. 20-30 thousand,4.0,0.0
12784801,Female,41.0,Damai/Dholi,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12784901,Female,30.0,Damai/Dholi,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12785001,Female,79.0,Damai/Dholi,Illiterate,Rs. 10 thousand,1.0,0.0
12785101,Female,54.0,Tamang,Non-formal education,Rs. 10 thousand,1.0,0.0
12785201,Male,82.0,Tamang,Non-formal education,Rs. 20-30 thousand,11.0,1.0
12785301,Male,46.0,Tamang,Masters or equivalent,Rs. 20-30 thousand,4.0,0.0
12785401,Male,56.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12785501,Female,52.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12785601,Female,84.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12785701,Female,67.0,Tamang,Illiterate,Rs. 10 thousand,4.0,0.0
12785702,Male,40.0,Tamang,Class 2,Rs. 10-20 thousand,5.0,0.0
12785801,Male,68.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12785901,Male,41.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,4.0,0.0
12786001,Female,54.0,Tamang,Illiterate,Rs. 10-20 thousand,5.0,0.0
12786101,Female,25.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,3.0,0.0
12786201,Male,45.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,9.0,0.0
12786301,Male,37.0,Newar,SLC or equivalent,Rs. 10-20 thousand,7.0,1.0
12786401,Male,55.0,Tamang,Non-formal education,Rs. 10-20 thousand,8.0,0.0
12786501,Male,60.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12786601,Male,43.0,Tamang,Intermediate or equivalent,Rs. 10-20 thousand,4.0,0.0
12786701,Male,68.0,Kami,Illiterate,Rs. 10 thousand,8.0,0.0
12786801,Male,40.0,Kami,SLC or equivalent,Rs. 10 thousand,5.0,0.0
12786901,Female,50.0,Kami,Non-formal education,Rs. 10 thousand,4.0,0.0
12787001,Male,47.0,Kami,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12787101,Male,33.0,Kami,Non-formal education,Rs. 10-20 thousand,1.0,0.0
12787201,Male,61.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,7.0,0.0
12787202,Female,54.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,1.0,0.0
12787301,Female,53.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,2.0,0.0
12787302,Female,34.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,3.0,1.0
12787401,Male,52.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,8.0,1.0
12787402,Male,37.0,Gharti/Bhujel,Class 5,Rs. 10-20 thousand,5.0,0.0
12787501,Female,29.0,Gharti/Bhujel,Non-formal education,Rs. 20-30 thousand,7.0,0.0
12787601,Male,68.0,Chhetree,Non-formal education,Rs. 10-20 thousand,9.0,0.0
12787701,Female,29.0,Chhetree,Class 3,Rs. 20-30 thousand,4.0,1.0
12787801,Male,59.0,Chhetree,Non-formal education,Rs. 10-20 thousand,3.0,0.0
12787901,Male,59.0,Chhetree,Non-formal education,Rs. 10-20 thousand,9.0,1.0
12787902,Male,36.0,Chhetree,SLC or equivalent,Rs. 10-20 thousand,4.0,0.0
12788001,Female,55.0,Chhetree,Illiterate,Rs. 10-20 thousand,10.0,0.0
12788101,Male,69.0,Chhetree,Non-formal education,Rs. 10-20 thousand,7.0,1.0
12788201,Male,71.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12788301,Female,71.0,Tamang,Non-formal education,Rs. 10 thousand,4.0,0.0
12788401,Male,62.0,Tamang,Non-formal education,Rs. 10-20 thousand,7.0,0.0
12788501,Female,66.0,Tamang,Non-formal education,Rs. 20-30 thousand,9.0,0.0
12788601,Female,67.0,Tamang,Illiterate,Rs. 50 thousand or more,11.0,0.0
12788701,Male,61.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,7.0,0.0
12788801,Female,55.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,7.0,0.0
12788901,Male,57.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,4.0,1.0
12789001,Male,66.0,Brahman-Hill,Non-formal education,Rs. 30-50 thousand,13.0,0.0
12789101,Male,50.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,12.0,0.0
12789102,Male,58.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,8.0,0.0
12789103,Female,30.0,Gharti/Bhujel,Non-formal education,Rs. 10 thousand,5.0,0.0
12789201,Male,58.0,Chhetree,Non-formal education,Rs. 20-30 thousand,15.0,0.0
12789301,Male,40.0,Chhetree,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12789401,Male,76.0,Chhetree,Illiterate,Rs. 20-30 thousand,5.0,0.0
12789501,Female,56.0,Tamang,Non-formal education,Rs. 10-20 thousand,7.0,0.0
12789601,Male,50.0,Tamang,Non-formal education,Rs. 10-20 thousand,7.0,1.0
12789701,Male,56.0,Tamang,Non-formal education,Rs. 10 thousand,4.0,0.0
12789801,Male,55.0,Tamang,Masters or equivalent,Rs. 20-30 thousand,5.0,1.0
12789901,Male,71.0,Tamang,Illiterate,Rs. 10 thousand,4.0,0.0
12790001,Male,30.0,Tamang,Class 10,Rs. 50 thousand or more,3.0,0.0
12790101,Male,39.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12790201,Male,41.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12790301,Male,75.0,Tamang,Non-formal education,Rs. 10-20 thousand,7.0,0.0
12790401,Male,43.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,4.0,0.0
12790501,Male,55.0,Gharti/Bhujel,Non-formal education,Rs. 10 thousand,6.0,0.0
12790601,Female,47.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12790701,Male,29.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12790801,Male,55.0,Tamang,Non-formal education,Rs. 10-20 thousand,10.0,0.0
12790901,Male,65.0,Newar,Non-formal education,Rs. 10-20 thousand,10.0,0.0
12791001,Male,60.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12791101,Male,47.0,Tamang,Non-formal education,Rs. 20-30 thousand,5.0,0.0
12791201,Male,69.0,Newar,Illiterate,Rs. 30-50 thousand,9.0,0.0
12791301,Female,35.0,Tamang,SLC or equivalent,Rs. 50 thousand or more,3.0,0.0
12791401,Male,50.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12791402,Male,64.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12791501,Male,61.0,Tamang,Non-formal education,Rs. 10-20 thousand,2.0,0.0
12791601,Female,67.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
12791701,Female,34.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12791801,Male,45.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,3.0,0.0
12791901,Male,46.0,Tamang,Masters or equivalent,Rs. 20-30 thousand,5.0,0.0
12792001,Male,68.0,Tamang,Non-formal education,Rs. 10-20 thousand,2.0,0.0
12792101,Male,45.0,Tamang,SLC or equivalent,Rs. 10-20 thousand,2.0,0.0
12792201,Male,63.0,Tamang,Non-formal education,Rs. 20-30 thousand,6.0,0.0
12792301,Male,65.0,Tamang,Non-formal education,Rs. 30-50 thousand,11.0,0.0
12792401,Female,22.0,Chhetree,Intermediate or equivalent,Rs. 20-30 thousand,3.0,0.0
12792501,Male,45.0,Chhetree,Non-formal education,Rs. 20-30 thousand,10.0,0.0
12792601,Male,45.0,Chhetree,Class 4,Rs. 20-30 thousand,9.0,0.0
12792701,Male,38.0,Chhetree,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12792801,Male,33.0,Chhetree,Class 4,Rs. 10-20 thousand,5.0,0.0
12792901,Male,42.0,Chhetree,SLC or equivalent,Rs. 10-20 thousand,6.0,0.0
12793001,Female,83.0,Chhetree,Non-formal education,Rs. 20-30 thousand,6.0,0.0
12793101,Female,65.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,2.0,0.0
12793201,Female,62.0,Chhetree,Non-formal education,Rs. 10 thousand,1.0,0.0
12793301,Male,77.0,Chhetree,Non-formal education,Rs. 30-50 thousand,10.0,0.0
12793401,Male,78.0,Chhetree,Illiterate,Rs. 10 thousand,1.0,0.0
12793501,Female,34.0,Chhetree,Non-formal education,Rs. 30-50 thousand,12.0,0.0
12793601,Male,57.0,Chhetree,Class 9,Rs. 20-30 thousand,9.0,0.0
12793701,Male,70.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,10.0,0.0
12793801,Male,36.0,Chhetree,SLC or equivalent,Rs. 50 thousand or more,4.0,0.0
12793901,Male,39.0,Chhetree,SLC or equivalent,Rs. 50 thousand or more,4.0,0.0
12794001,Male,73.0,Brahman-Hill,Illiterate,Rs. 20-30 thousand,8.0,0.0
12794101,Male,82.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,3.0,0.0
12794201,Male,41.0,Chhetree,Class 6,Rs. 30-50 thousand,12.0,0.0
12794301,Male,49.0,Chhetree,Illiterate,Rs. 20-30 thousand,5.0,0.0
12794401,Female,93.0,Chhetree,Illiterate,Rs. 30-50 thousand,6.0,0.0
12794501,Male,71.0,Chhetree,Class 3,Rs. 20-30 thousand,7.0,0.0
12794601,Male,40.0,Chhetree,Class 9,Rs. 10-20 thousand,7.0,0.0
12794701,Male,49.0,Chhetree,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12794801,Male,41.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12794901,Female,62.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12795001,Male,47.0,Chhetree,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12795101,Male,54.0,Chhetree,Non-formal education,Rs. 10-20 thousand,2.0,0.0
12795201,Female,31.0,Chhetree,Class 10,Rs. 10-20 thousand,6.0,0.0
12795202,Male,33.0,Chhetree,SLC or equivalent,Rs. 20-30 thousand,4.0,0.0
12795301,Male,37.0,Chhetree,Class 10,Rs. 10-20 thousand,4.0,0.0
12795401,Male,69.0,Chhetree,Illiterate,Rs. 30-50 thousand,8.0,0.0
12795501,Female,51.0,Chhetree,Illiterate,Rs. 20-30 thousand,10.0,0.0
12795601,Male,30.0,Chhetree,Class 4,Rs. 10-20 thousand,3.0,0.0
12795701,Male,51.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12795801,Female,51.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,14.0,0.0
12795901,Male,46.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12796001,Male,39.0,Tamang,Class 10,Rs. 20-30 thousand,5.0,0.0
12796101,Male,43.0,Chhetree,Class 10,Rs. 50 thousand or more,13.0,1.0
12796201,Male,27.0,Chhetree,SLC or equivalent,Rs. 30-50 thousand,5.0,0.0
12796301,Male,55.0,Chhetree,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12796401,Male,30.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12796501,Male,60.0,Tamang,Non-formal education,Rs. 50 thousand or more,9.0,0.0
12796601,Male,40.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12796701,Male,42.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12796801,Male,43.0,Tamang,Intermediate or equivalent,Rs. 20-30 thousand,4.0,1.0
12796901,Male,36.0,Chhetree,Non-formal education,Rs. 10 thousand,4.0,0.0
12797001,Female,80.0,Chhetree,Illiterate,Rs. 10 thousand,1.0,0.0
12797101,Female,33.0,Chhetree,SLC or equivalent,Rs. 10 thousand,5.0,0.0
12797201,Female,47.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12797301,Male,63.0,Tamang,Non-formal education,Rs. 30-50 thousand,8.0,0.0
12797401,Male,60.0,Tamang,Non-formal education,Rs. 50 thousand or more,7.0,0.0
12797501,Male,49.0,Chhetree,Non-formal education,Rs. 20-30 thousand,7.0,0.0
12797601,Female,34.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,7.0,0.0
12797701,Male,44.0,Gharti/Bhujel,Non-formal education,Rs. 20-30 thousand,7.0,0.0
12797801,Male,39.0,Tamang,Class 4,Rs. 10-20 thousand,5.0,1.0
12797802,Female,66.0,Tamang,Illiterate,Rs. 10-20 thousand,10.0,0.0
12797901,Male,54.0,Tamang,Non-formal education,Rs. 20-30 thousand,4.0,0.0
12798001,Male,63.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12798101,Female,49.0,Tamang,Non-formal education,Rs. 10 thousand,1.0,0.0
12798201,Female,65.0,Tamang,Non-formal education,Rs. 10 thousand,5.0,0.0
12798301,Female,69.0,Tamang,Illiterate,Rs. 20-30 thousand,4.0,0.0
12798401,Male,75.0,Tamang,Illiterate,Rs. 10 thousand,5.0,0.0
12798501,Female,39.0,Tamang,Non-formal education,Rs. 30-50 thousand,5.0,0.0
12798601,Male,53.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,1.0
12798701,Female,65.0,Tamang,Illiterate,Rs. 10-20 thousand,12.0,0.0
12798801,Male,80.0,Tamang,Illiterate,Rs. 10 thousand,3.0,0.0
12798901,Female,39.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12799001,Female,32.0,Tamang,Class 3,Rs. 10-20 thousand,3.0,0.0
12799101,Female,27.0,Tamang,Class 4,Rs. 10-20 thousand,5.0,0.0
12799102,Female,56.0,Tamang,Non-formal education,Rs. 10 thousand,4.0,0.0
12799201,Male,51.0,Tamang,Non-formal education,Rs. 10-20 thousand,7.0,0.0
12799301,Female,75.0,Tamang,Non-formal education,Rs. 10 thousand,2.0,0.0
12799401,Female,45.0,Tamang,Non-formal education,Rs. 20-30 thousand,8.0,0.0
12799501,Female,83.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
12799601,Male,47.0,Tamang,Non-formal education,Rs. 10 thousand,3.0,0.0
12799701,Male,55.0,Tamang,Non-formal education,Rs. 20-30 thousand,6.0,0.0
12799801,Male,46.0,Tamang,Class 2,Rs. 10 thousand,5.0,0.0
12799901,Male,50.0,Tamang,Non-formal education,Rs. 20-30 thousand,4.0,0.0
12800001,Female,33.0,Tamang,Non-formal education,Rs. 10 thousand,3.0,0.0
12800101,Female,72.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12800201,Female,69.0,Tamang,Illiterate,Rs. 10-20 thousand,6.0,0.0
12800301,Female,29.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12800401,Female,69.0,Tamang,Illiterate,Rs. 20-30 thousand,12.0,0.0
12800501,Male,61.0,Tamang,Non-formal education,Rs. 20-30 thousand,9.0,0.0
12800601,Female,39.0,Tamang,Non-formal education,Rs. 10-20 thousand,3.0,0.0
12800701,Female,44.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12800801,Female,33.0,Tamang,Class 8,Rs. 10-20 thousand,5.0,0.0
12800901,Female,75.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
12801001,Female,45.0,Tamang,Non-formal education,Rs. 20-30 thousand,4.0,0.0
12801101,Male,64.0,Tamang,Non-formal education,Rs. 20-30 thousand,10.0,0.0
12801201,Male,53.0,Tamang,Non-formal education,Rs. 10 thousand,6.0,0.0
12801301,Female,49.0,Tamang,Illiterate,Rs. 10 thousand,3.0,0.0
12801401,Male,46.0,Tamang,Class 5,Rs. 10-20 thousand,5.0,0.0
12801402,Female,39.0,Tamang,Non-formal education,Rs. 20-30 thousand,4.0,0.0
12801501,Female,40.0,Tamang,Non-formal education,Rs. 50 thousand or more,9.0,0.0
12801601,Male,71.0,Tamang,Illiterate,Rs. 20-30 thousand,7.0,0.0
12801701,Male,33.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12801801,Male,56.0,Tamang,Illiterate,Rs. 50 thousand or more,19.0,0.0
12801901,Male,46.0,Tamang,SLC or equivalent,Rs. 20-30 thousand,9.0,0.0
12802001,Male,43.0,Tamang,Class 8,Rs. 10-20 thousand,1.0,0.0
12802101,Male,47.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12802201,Male,47.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12802301,Male,38.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12802401,Male,78.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12802501,Female,54.0,Kami,Illiterate,Rs. 10 thousand,2.0,0.0
12802601,Male,44.0,Kami,Non-formal education,Rs. 10 thousand,5.0,0.0
12802701,Male,37.0,Kami,Class 2,Rs. 10-20 thousand,6.0,0.0
12802801,Female,65.0,Kami,Illiterate,Rs. 10 thousand,2.0,0.0
12802901,Female,36.0,Kami,Non-formal education,Rs. 10-20 thousand,7.0,0.0
12802902,Female,31.0,Kami,Non-formal education,Rs. 30-50 thousand,5.0,0.0
12803001,Male,61.0,Tamang,Class 1,Rs. 30-50 thousand,7.0,0.0
12803101,Male,61.0,Tamang,Non-formal education,Rs. 30-50 thousand,8.0,0.0
12803201,Female,35.0,Tamang,Non-formal education,Rs. 10-20 thousand,5.0,0.0
12803301,Male,26.0,Tamang,Class 5,Rs. 20-30 thousand,3.0,0.0
12803401,Female,47.0,Tamang,Non-formal education,Rs. 20-30 thousand,13.0,0.0
12803501,Male,42.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12803601,Female,64.0,Tamang,Illiterate,Rs. 20-30 thousand,6.0,0.0
12803701,Male,52.0,Tamang,Non-formal education,Rs. 10 thousand,5.0,0.0
12803801,Male,43.0,Tamang,SLC or equivalent,Rs. 10 thousand,1.0,0.0
12803901,Male,64.0,Tamang,Non-formal education,Rs. 10 thousand,2.0,0.0
12804001,Female,37.0,Tamang,Non-formal education,Rs. 30-50 thousand,3.0,0.0
12804101,Male,68.0,Tamang,Non-formal education,Rs. 30-50 thousand,8.0,0.0
12804201,Male,53.0,Tamang,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12804301,Male,67.0,Tamang,Non-formal education,Rs. 20-30 thousand,5.0,0.0
12804401,Male,37.0,Tamang,Class 2,Rs. 10-20 thousand,6.0,0.0
12804501,Female,59.0,Tamang,Non-formal education,Rs. 30-50 thousand,18.0,0.0
12804601,Male,52.0,Tamang,Non-formal education,Rs. 20-30 thousand,12.0,0.0
12804701,Male,76.0,Tamang,Illiterate,Rs. 10 thousand,2.0,0.0
12804801,Male,46.0,Tamang,Non-formal education,Rs. 10-20 thousand,8.0,0.0
12804901,Male,36.0,Tamang,Masters or equivalent,Rs. 30-50 thousand,5.0,1.0
12805001,Male,58.0,Tamang,Non-formal education,Rs. 50 thousand or more,5.0,0.0
12805101,Male,54.0,Tamang,Non-formal education,Rs. 10 thousand,3.0,0.0
12805201,Male,43.0,Tamang,Non-formal education,Rs. 20-30 thousand,5.0,0.0
12805301,Female,44.0,Tamang,Non-formal education,Rs. 10-20 thousand,4.0,0.0
12805401,Female,43.0,Tamang,Non-formal education,Rs. 30-50 thousand,5.0,0.0
12805402,Female,27.0,Tamang,Class 4,Rs. 50 thousand or more,4.0,0.0
12805501,Female,71.0,Tamang,Illiterate,Rs. 30-50 thousand,7.0,0.0
12805601,Female,73.0,Tamang,Illiterate,Rs. 10 thousand,1.0,0.0
12805701,Female,85.0,Tamang,Illiterate,Rs. 20-30 thousand,5.0,0.0
12805801,Male,44.0,Brahman-Hill,Class 4,Rs. 10-20 thousand,4.0,0.0
12805901,Female,31.0,Brahman-Hill,Class 8,Rs. 30-50 thousand,4.0,0.0
12806001,Male,66.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,2.0,0.0
12806101,Female,39.0,Brahman-Hill,Non-formal education,Rs. 30-50 thousand,13.0,0.0
12806201,Male,68.0,Brahman-Hill,Non-formal education,Rs. 30-50 thousand,6.0,1.0
12806301,Male,43.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
12806401,Female,46.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,2.0,0.0
12806501,Male,50.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,2.0,1.0
12806601,Male,51.0,Brahman-Hill,Class 9,Rs. 30-50 thousand,6.0,0.0
12806701,Male,66.0,Brahman-Hill,Illiterate,Rs. 10 thousand,2.0,0.0
12806801,Male,61.0,Brahman-Hill,Class 4,Rs. 10 thousand,2.0,1.0
12806901,Female,32.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,7.0,0.0
12807001,Male,47.0,Brahman-Hill,SLC or equivalent,Rs. 10 thousand,4.0,1.0
12807101,Male,52.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,9.0,0.0
12807201,Female,85.0,Brahman-Hill,Illiterate,Rs. 10 thousand,1.0,0.0
12807301,Male,40.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,6.0,0.0
12807401,Male,47.0,Brahman-Hill,Class 1,Rs. 10 thousand,6.0,0.0
12807402,Male,49.0,Brahman-Hill,Illiterate,Rs. 20-30 thousand,4.0,0.0
12807501,Male,51.0,Brahman-Hill,Intermediate or equivalent,Rs. 30-50 thousand,7.0,1.0
12807601,Female,60.0,Tamang,Non-formal education,Rs. 50 thousand or more,2.0,0.0
12807701,Female,31.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,4.0,0.0
12807801,Female,55.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,2.0,0.0
12807901,Male,33.0,Brahman-Hill,Class 8,Rs. 10-20 thousand,6.0,0.0
12808001,Female,35.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,5.0,0.0
12808101,Female,44.0,Gharti/Bhujel,Non-formal education,Rs. 10-20 thousand,6.0,0.0
12808201,Female,48.0,Gharti/Bhujel,Non-formal education,Rs. 10 thousand,4.0,0.0
12808301,Male,22.0,Gharti/Bhujel,SLC or equivalent,Rs. 10 thousand,4.0,0.0
12808401,Male,35.0,Brahman-Hill,Masters or equivalent,Rs. 20-30 thousand,7.0,1.0
12808501,Female,27.0,Gharti/Bhujel,Class 3,Rs. 20-30 thousand,4.0,0.0
12808601,Female,71.0,Brahman-Hill,Illiterate,Rs. 20-30 thousand,3.0,0.0
12808701,Male,37.0,Brahman-Hill,Class 5,Rs. 10-20 thousand,5.0,0.0
12808801,Male,40.0,Brahman-Hill,Class 6,Rs. 30-50 thousand,2.0,1.0
12808802,Female,31.0,Brahman-Hill,Class 7,Rs. 30-50 thousand,3.0,0.0
12808901,Male,65.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,6.0,0.0
12809001,Male,41.0,Tamang,Non-formal education,Rs. 20-30 thousand,6.0,0.0
12809101,Female,42.0,Tamang,Illiterate,Rs. 50 thousand or more,5.0,0.0
